Rhizo,Aphid,Cultivar,BioRep,TechRep,Btub,AO3,LOX2,PR1
NoRhizobia,Sham,Dint,NRSD3,NRSD3_3,21.21,24.62,24.06,22.17
NoRhizobia,Sham,Dint,NRSD4,NRSD4_1,21.04,25.4,24.18,22.12
NoRhizobia,Sham,Dint,NRSD4,NRSD4_2,21.36,26.34,24.4,22.51
NoRhizobia,Sham,Dint,NRSD4,NRSD4_3,21.52,30.64,25.25,22.87
NoRhizobia,Sham,Dint,NRSD5,NRSD5_1,20.03,24.5,22.01,21.5
NoRhizobia,Sham,Dint,NRSD5,NRSD5_2,20.39,24.41,22.33,21.76
NoRhizobia,Sham,Dint,NRSD5,NRSD5_3,20.56,25.4,22.71,21.78
NoRhizobia,Sham,Dint,NRSD6,NRSD6_1,19.43,24.63,24.19,21.78
NoRhizobia,Sham,Dint,NRSD6,NRSD6_2,20.28,25.36,24.25,21.71
NoRhizobia,Sham,Dint,NRSD6,NRSD6_3,20.04,25.82,24.27,21.73
NoRhizobia,Sham,Klondike,NRSK1,NRSK1_1,21.85,26.49,24.5,25.1
NoRhizobia,Sham,Klondike,NRSK1,NRSK1_2,21.99,26.24,24.18,24.89
NoRhizobia,Sham,Klondike,NRSK1,NRSK1_3,23.03,26.54,22.42,24.84
NoRhizobia,Sham,Klondike,NRSK2,NRSK2_1,21.45,25.8,23.64,24.6
NoRhizobia,Sham,Klondike,NRSK2,NRSK2_2,22.09,26.46,23.72,25.18
NoRhizobia,Sham,Klondike,NRSK2,NRSK2_3,22.69,26.62,23.7,25.27
NoRhizobia,Sham,Klondike,NRSK3,NRSK3_1,21.17,25.92,21.81,23.45
NoRhizobia,Sham,Klondike,NRSK3,NRSK3_2,20.94,25.54,22.78,23.36
NoRhizobia,Sham,Klondike,NRSK3,NRSK3_3,21.69,26.2,23.33,23.6
NoRhizobia,Sham,Klondike,NRSK4,NRSK4_1,20.65,25.17,23.86,22.54
NoRhizobia,Sham,Klondike,NRSK4,NRSK4_2,21.73,25.63,23.77,24.45
NoRhizobia,Sham,Klondike,NRSK4,NRSK4_3,21.91,25.64,24.45,22.51
NoRhizobia,Sham,Klondike,NRSK5,NRSK5_1,23.26,27.03,26.63,26.05
NoRhizobia,Sham,Klondike,NRSK5,NRSK5_2,23.91,28.16,25.15,26
NoRhizobia,Sham,Klondike,NRSK5,NRSK5_3,25.22,28.31,25.66,25.75
NoRhizobia,Sham,Klondike,NRSK6,NRSK6_1,21.43,26.36,23.21,24.38
NoRhizobia,Sham,Klondike,NRSK6,NRSK6_2,22.05,31.5,24.12,25.01
NoRhizobia,Sham,Klondike,NRSK6,NRSK6_3,22.35,26.26,23.51,24.98
Rhizobia,PEMV,Melrose,RPMe1,RPMe1_1,23.93,24.88,24.35,24.2
Rhizobia,PEMV,Melrose,RPMe1,RPMe1_2,23.58,24.37,24.79,24.15
Rhizobia,PEMV,Melrose,RPMe1,RPMe1_3,24.02,25.29,25.19,24.48
Rhizobia,PEMV,Melrose,RPMe2,RPMe2_1,22.02,23.94,25.85,24.05
Rhizobia,PEMV,Melrose,RPMe2,RPMe2_2,22.82,23.47,25.94,23.05
Rhizobia,PEMV,Melrose,RPMe2,RPMe2_3,22.86,24.29,26.93,24.03
Rhizobia,PEMV,Melrose,RPMe3,RPMe3_1,23.01,25.07,25.37,25
Rhizobia,PEMV,Melrose,RPMe3,RPMe3_2,23.01,25.15,25.12,24.86
Rhizobia,PEMV,Melrose,RPMe3,RPMe3_3,22.62,24.75,25.42,25.33
Rhizobia,PEMV,Melrose,RPMe4,RPMe4_1,21.8,24.28,22.92,23.08
Rhizobia,PEMV,Melrose,RPMe4,RPMe4_2,22.11,24.44,23.15,23.25
Rhizobia,PEMV,Melrose,RPMe4,RPMe4_3,22.44,24.69,23.74,23.5
Rhizobia,PEMV,Melrose,RPMe5,RPMe5_1,21.14,25.17,22.62,24.12
Rhizobia,PEMV,Melrose,RPMe5,RPMe5_2,21.57,24.58,22.82,24.22
Rhizobia,PEMV,Melrose,RPMe5,RPMe5_3,22.1,24.82,23.5,24.02
Rhizobia,PEMV,Melrose,RPMe6,RPMe6_1,21.07,24.01,23.31,22.2
Rhizobia,PEMV,Melrose,RPMe6,RPMe6_2,21.42,23.95,23.63,22.62
Rhizobia,PEMV,Melrose,RPMe6,RPMe6_3,21.6,24.18,23.71,22.51
Rhizobia,PEMV,Windham,RPW1,RPW1_1,25.86,25.79,27.09,25.21
Rhizobia,PEMV,Windham,RPW1,RPW1_2,25.86,25.58,26.94,25.32
Rhizobia,PEMV,Windham,RPW1,RPW1_3,26.36,25.89,27.12,25.23
Rhizobia,PEMV,Windham,RPW2,RPW2_1,23.88,24.93,24.32,23.93
Rhizobia,PEMV,Windham,RPW2,RPW2_2,23.59,25.25,24.48,23.93
Rhizobia,PEMV,Windham,RPW2,RPW2_3,23.47,25.36,24.6,24.46
Rhizobia,PEMV,Windham,RPW3,RPW3_1,22.55,24.66,23.87,23.2
Rhizobia,PEMV,Windham,RPW3,RPW3_2,22.77,24.45,24.12,23.15
Rhizobia,PEMV,Windham,RPW3,RPW3_3,22.75,24.84,24.44,23.29
Rhizobia,PEMV,Windham,RPW4,RPW4_1,36.96,24.8,25.61,23.29
Rhizobia,PEMV,Windham,RPW4,RPW4_2,23.3,24.75,26,23.6
Rhizobia,PEMV,Windham,RPW4,RPW4_3,23.79,24.48,25.73,24
Rhizobia,PEMV,Windham,RPW5,RPW5_1,23.92,25.53,24.88,23.75
Rhizobia,PEMV,Windham,RPW5,RPW5_2,24.16,25.9,25.31,23.97
Rhizobia,PEMV,Windham,RPW5,RPW5_3,24.11,25.89,25,23.77
Rhizobia,PEMV,Windham,RPW6,RPW6_1,24.33,25.86,26.59,25.85
Rhizobia,PEMV,Windham,RPW6,RPW6_2,24.16,26.06,26.78,25.65
Rhizobia,PEMV,Windham,RPW6,RPW6_3,24.7,26.12,26.99,26.07
Rhizobia,PEMV,Lynx,RPL1,RPL1_1,29.32,26.8,27.38,26.73
Rhizobia,PEMV,Lynx,RPL1,RPL1_2,29.17,27.08,27.72,27.1
Rhizobia,PEMV,Lynx,RPL1,RPL1_3,29.07,26.99,27.33,26.8
Rhizobia,PEMV,Lynx,RPL2,RPL2_1,23.76,24.36,23.53,24.08
Rhizobia,PEMV,Lynx,RPL2,RPL2_2,23.42,24.85,24.15,24.83
Rhizobia,PEMV,Lynx,RPL2,RPL2_3,23.71,24.65,24.34,24.27
Rhizobia,PEMV,Lynx,RPL3,RPL3_1,22.23,24.14,23.93,24.37
Rhizobia,PEMV,Lynx,RPL3,RPL3_2,22.51,24.41,24.18,24.43
Rhizobia,PEMV,Lynx,RPL3,RPL3_3,23.05,24.32,24.66,24.5
Rhizobia,PEMV,Lynx,RPL4,RPL4_1,24.85,23.55,23.35,24.42
Rhizobia,PEMV,Lynx,RPL4,RPL4_2,23.48,24.01,23.3,24.69
Rhizobia,PEMV,Lynx,RPL4,RPL4_3,23.76,25.06,23.78,24.73
Rhizobia,PEMV,Lynx,RPL5,RPL5_1,24.08,24.35,25.94,25.78
Rhizobia,PEMV,Lynx,RPL5,RPL5_2,23.78,25.07,26.23,25.53
Rhizobia,PEMV,Lynx,RPL5,RPL5_3,24.79,25.01,26.23,25.43
Rhizobia,PEMV,Lynx,RPL6,RPL6_1,24.06,24.88,25.29,24.36
Rhizobia,PEMV,Lynx,RPL6,RPL6_2,23.39,25.12,25.28,24.77
Rhizobia,PEMV,Lynx,RPL6,RPL6_3,24.55,25.59,25.35,24.65
Rhizobia,PEMV,MiCa,RPMi1,RPMi1_1,24.33,25.2,25.44,25.03
Rhizobia,PEMV,MiCa,RPMi1,RPMi1_2,24.38,24.5,26.61,24.8
Rhizobia,PEMV,MiCa,RPMi1,RPMi1_3,24.02,25.28,26.18,24.84
Rhizobia,PEMV,MiCa,RPMi2,RPMi2_1,23.35,24.68,24.66,22.54
Rhizobia,PEMV,MiCa,RPMi2,RPMi2_2,23.09,24.66,26.28,22.83
Rhizobia,PEMV,MiCa,RPMi2,RPMi2_3,23.68,25.45,25.42,23.17
Rhizobia,PEMV,MiCa,RPMi3,RPMi3_1,24.12,23.49,24.84,24.98
Rhizobia,PEMV,MiCa,RPMi3,RPMi3_2,24.11,23.77,25.04,24.45
Rhizobia,PEMV,MiCa,RPMi3,RPMi3_3,24,24.06,24.92,24.66
Rhizobia,PEMV,MiCa,RPMi4,RPMi4_1,23.03,24.19,24.06,24.63
Rhizobia,PEMV,MiCa,RPMi4,RPMi4_2,23.27,24.32,25.01,24.79
Rhizobia,PEMV,MiCa,RPMi4,RPMi4_3,23.3,24.75,25.39,24.78
Rhizobia,PEMV,MiCa,RPMi5,RPMi5_1,23.44,24.39,25.99,24.1
Rhizobia,PEMV,MiCa,RPMi5,RPMi5_2,23.05,24.52,26.23,24.25
Rhizobia,PEMV,MiCa,RPMi5,RPMi5_3,22.52,25.05,26.03,24.27
Rhizobia,PEMV,MiCa,RPMi6,RPMi6_1,23.74,24.54,24.28,23.84
Rhizobia,PEMV,MiCa,RPMi6,RPMi6_2,23.69,24.54,25.22,24.15
Rhizobia,PEMV,MiCa,RPMi6,RPMi6_3,23.22,25.15,24.95,24.22
Rhizobia,PEMV,Dint,RPD1,RPD1_1,23.05,25.14,25.02,23.81
Rhizobia,PEMV,Dint,RPD1,RPD1_2,23.07,24.89,25.04,23.79
Rhizobia,PEMV,Dint,RPD1,RPD1_3,22.76,25.19,25.02,23.99
Rhizobia,PEMV,Dint,RPD2,RPD2_1,23.44,25.44,24.62,23.72
Rhizobia,PEMV,Dint,RPD2,RPD2_2,23.52,25.37,24.8,24.05
Rhizobia,PEMV,Dint,RPD2,RPD2_3,23.43,25.4,25.06,23.76
Rhizobia,PEMV,Dint,RPD3,RPD3_1,24.02,25.1,25.53,24.51
Rhizobia,PEMV,Dint,RPD3,RPD3_2,24.25,24.37,26.08,25.2
Rhizobia,PEMV,Dint,RPD3,RPD3_3,24.26,25.09,26.3,25.12
Rhizobia,PEMV,Dint,RPD4,RPD4_1,22.73,24.48,24.64,22.42
Rhizobia,PEMV,Dint,RPD4,RPD4_2,22.94,24.79,25.23,22.32
Rhizobia,PEMV,Dint,RPD4,RPD4_3,22.94,24.68,25.37,22.31
Rhizobia,PEMV,Dint,RPD5,RPD5_1,24.56,25.83,26.66,24.68
Rhizobia,PEMV,Dint,RPD5,RPD5_2,24.62,25.79,26.47,24.77
Rhizobia,PEMV,Dint,RPD5,RPD5_3,24.17,25.39,26.49,25.23
Rhizobia,PEMV,Dint,RPD6,RPD6_1,23.82,24.98,26.03,23.99
Rhizobia,PEMV,Dint,RPD6,RPD6_2,24.25,25.32,26.21,23.78
Rhizobia,PEMV,Dint,RPD6,RPD6_3,25.04,24.68,21.58,23.54
Rhizobia,PEMV,Klondike,RPK1,RPK1_1,24.55,25.71,23.78,23.19
Rhizobia,PEMV,Klondike,RPK1,RPK1_2,24.1,26.55,24.63,23.47
Rhizobia,PEMV,Klondike,RPK1,RPK1_3,24.34,26.34,24.98,24.13
Rhizobia,PEMV,Klondike,RPK2,RPK2_1,22.61,24.93,21.17,23.38
Rhizobia,PEMV,Klondike,RPK2,RPK2_2,22.32,25,21.83,23.46
Rhizobia,PEMV,Klondike,RPK2,RPK2_3,22.19,24.97,21.82,23.33
Rhizobia,PEMV,Klondike,RPK3,RPK3_1,23.17,26.14,22.3,24.89
Rhizobia,PEMV,Klondike,RPK3,RPK3_2,22.79,25.37,22.59,24.78
Rhizobia,PEMV,Klondike,RPK3,RPK3_3,22.68,26.92,22.97,24.79
Rhizobia,PEMV,Klondike,RPK4,RPK4_1,22.66,25.7,21.68,22.64
Rhizobia,PEMV,Klondike,RPK4,RPK4_2,22.73,25.42,21.69,22.67
Rhizobia,PEMV,Klondike,RPK4,RPK4_3,23.4,26.62,22.19,22.38
Rhizobia,PEMV,Klondike,RPK5,RPK5_1,23.48,25.21,22.67,23.44
Rhizobia,PEMV,Klondike,RPK5,RPK5_2,23.4,25.43,23.22,23.25
Rhizobia,PEMV,Klondike,RPK5,RPK5_3,23.19,26.09,23.63,23.81
NoRhizobia,PEMV,Melrose,NRPMe1,NRPMe1_1,23.7,25.34,25.36,24.15
NoRhizobia,PEMV,Melrose,NRPMe1,NRPMe1_2,23.97,25.03,25.59,24.12
NoRhizobia,PEMV,Melrose,NRPMe1,NRPMe1_3,24.45,22.24,26.65,24.38
NoRhizobia,PEMV,Melrose,NRPMe2,NRPMe2_1,23.34,21,24.57,23.69
NoRhizobia,PEMV,Melrose,NRPMe2,NRPMe2_2,23.4,22.73,25.67,24.02
NoRhizobia,PEMV,Melrose,NRPMe2,NRPMe2_3,23.47,23.5,26.05,24.06
NoRhizobia,PEMV,Melrose,NRPMe3,NRPMe3_1,23.69,25.63,24.17,24.25
NoRhizobia,PEMV,Melrose,NRPMe3,NRPMe3_2,23.59,25.17,25.05,24.55
NoRhizobia,PEMV,Melrose,NRPMe3,NRPMe3_3,24.02,25.4,24.61,24.69
NoRhizobia,PEMV,Melrose,NRPMe4,NRPMe4_1,23.45,24.93,25.01,24.19
NoRhizobia,PEMV,Melrose,NRPMe4,NRPMe4_2,24.04,25.4,26.1,24.47
NoRhizobia,PEMV,Melrose,NRPMe4,NRPMe4_3,24.32,26.22,26.66,24.76
NoRhizobia,PEMV,Melrose,NRPMe5,NRPMe5_1,24.88,24.07,24.3,24.4
NoRhizobia,PEMV,Melrose,NRPMe5,NRPMe5_2,24.99,24.03,24.37,24.77
NoRhizobia,PEMV,Melrose,NRPMe5,NRPMe5_3,24.97,25.29,24.93,24.94
NoRhizobia,PEMV,Melrose,NRPMe6,NRPMe6_1,23.9,25.25,24.07,25.17
NoRhizobia,PEMV,Melrose,NRPMe6,NRPMe6_2,24.44,25.13,24.3,25.9
NoRhizobia,PEMV,Melrose,NRPMe6,NRPMe6_3,24.44,24.25,24.74,25.86
NoRhizobia,PEMV,Windham,NRPW1,NRPW1_1,24.1,24.38,24.43,23.4
NoRhizobia,PEMV,Windham,NRPW1,NRPW1_2,24.12,25.17,24.8,23.8
NoRhizobia,PEMV,Windham,NRPW1,NRPW1_3,24.39,24.99,25.23,24
NoRhizobia,PEMV,Windham,NRPW2,NRPW2_1,23.81,24.8,25.04,25.13
NoRhizobia,PEMV,Windham,NRPW2,NRPW2_2,24.08,25.6,25.26,25.64
NoRhizobia,PEMV,Windham,NRPW2,NRPW2_3,24.06,26.01,25.7,25.86
NoRhizobia,PEMV,Windham,NRPW3,NRPW3_1,24.04,25.74,25.71,24.44
NoRhizobia,PEMV,Windham,NRPW3,NRPW3_2,23.84,25.67,25.74,24.39
NoRhizobia,PEMV,Windham,NRPW3,NRPW3_3,24.01,25.81,26.55,24.14
NoRhizobia,PEMV,Windham,NRPW4,NRPW4_1,23.76,25.34,25.3,25.55
NoRhizobia,PEMV,Windham,NRPW4,NRPW4_2,23.64,25.5,25.83,25.7
NoRhizobia,PEMV,Windham,NRPW4,NRPW4_3,23.76,26.34,26.28,25.96
NoRhizobia,PEMV,Windham,NRPW5,NRPW5_1,24.09,25.15,26.29,25.49
NoRhizobia,PEMV,Windham,NRPW5,NRPW5_2,24.26,26.32,26.92,25.74
NoRhizobia,PEMV,Windham,NRPW5,NRPW5_3,24.18,26.33,26.78,25.5
NoRhizobia,PEMV,Windham,NRPW6,NRPW6_1,23.56,25.07,25.44,24.33
NoRhizobia,PEMV,Windham,NRPW6,NRPW6_2,23.82,25.65,26.02,24.54
NoRhizobia,PEMV,Windham,NRPW6,NRPW6_3,24.1,25.89,26.49,24.48
NoRhizobia,PEMV,Lynx,NRPL1,NRPL1_1,22.98,22.08,24.03,23.35
NoRhizobia,PEMV,Lynx,NRPL1,NRPL1_2,22.89,21.78,24.64,23.63
NoRhizobia,PEMV,Lynx,NRPL1,NRPL1_3,22.99,22.72,24.36,23.83
NoRhizobia,PEMV,Lynx,NRPL2,NRPL2_1,22.21,22.78,23.01,22.64
NoRhizobia,PEMV,Lynx,NRPL2,NRPL2_2,22.28,23.11,23.02,23.2
NoRhizobia,PEMV,Lynx,NRPL2,NRPL2_3,22.41,23.5,24.01,23.68
NoRhizobia,PEMV,Lynx,NRPL3,NRPL3_1,25.08,23.19,23.36,24.41
NoRhizobia,PEMV,Lynx,NRPL3,NRPL3_2,25.27,23.54,26.74,24.53
NoRhizobia,PEMV,Lynx,NRPL3,NRPL3_3,25.55,23.88,27.06,24.79
NoRhizobia,PEMV,Lynx,NRPL4,NRPL4_1,22.51,23.36,23.89,24.38
NoRhizobia,PEMV,Lynx,NRPL4,NRPL4_2,23.03,24.14,24.8,24.38
NoRhizobia,PEMV,Lynx,NRPL4,NRPL4_3,23.24,24.54,25.08,24.75
NoRhizobia,PEMV,Lynx,NRPL5,NRPL5_1,22.54,23.98,23.62,25.43
NoRhizobia,PEMV,Lynx,NRPL5,NRPL5_2,22.65,24.43,23.88,25.41
NoRhizobia,PEMV,Lynx,NRPL5,NRPL5_3,22.73,24.25,23.44,25.43
NoRhizobia,PEMV,Lynx,NRPL6,NRPL6_1,21.9,23.74,23.78,24.84
NoRhizobia,PEMV,Lynx,NRPL6,NRPL6_2,22.51,23.73,24.33,25.17
NoRhizobia,PEMV,Lynx,NRPL6,NRPL6_3,22.49,24.78,23.9,25.09
NoRhizobia,PEMV,MiCa,NRPMi1,NRPMi1_1,23.44,23.83,24.52,24.54
NoRhizobia,PEMV,MiCa,NRPMi1,NRPMi1_2,23.55,24.44,25.24,24.29
NoRhizobia,PEMV,MiCa,NRPMi1,NRPMi1_3,23.43,28.04,25.91,24.26
NoRhizobia,PEMV,MiCa,NRPMi2,NRPMi2_1,23.39,24.12,26.86,25.19
NoRhizobia,PEMV,MiCa,NRPMi2,NRPMi2_2,23.48,23.63,27.32,25.45
NoRhizobia,PEMV,MiCa,NRPMi2,NRPMi2_3,23.73,24.96,27.23,25.52
NoRhizobia,PEMV,MiCa,NRPMi3,NRPMi3_1,24.18,22.18,21.01,24.75
NoRhizobia,PEMV,MiCa,NRPMi3,NRPMi3_2,23.8,22.57,21.21,24.59
NoRhizobia,PEMV,MiCa,NRPMi3,NRPMi3_3,23.68,22.72,21.11,24.58
NoRhizobia,PEMV,MiCa,NRPMi4,NRPMi4_1,24.34,24.74,25.34,25.1
NoRhizobia,PEMV,MiCa,NRPMi4,NRPMi4_2,24.6,24.24,25.61,25.52
NoRhizobia,PEMV,MiCa,NRPMi4,NRPMi4_3,24.52,25.11,25.84,25.74
NoRhizobia,PEMV,MiCa,NRPMi5,NRPMi5_1,24.27,24.4,25.9,25.25
NoRhizobia,PEMV,MiCa,NRPMi5,NRPMi5_2,24.37,24.99,26.28,25.46
NoRhizobia,PEMV,MiCa,NRPMi5,NRPMi5_3,24.2,25.28,25.83,25.39
NoRhizobia,PEMV,MiCa,NRPMi6,NRPMi6_1,24.69,24.18,25.54,24.65
NoRhizobia,PEMV,MiCa,NRPMi6,NRPMi6_2,24.83,25.63,26.06,25
NoRhizobia,PEMV,MiCa,NRPMi6,NRPMi6_3,24.95,25.27,26.66,24.73
NoRhizobia,PEMV,Dint,NRPD1,NRPD1_1,23.49,24.05,24.37,24.29
NoRhizobia,PEMV,Dint,NRPD1,NRPD1_2,23.45,23.57,24.45,24.5
NoRhizobia,PEMV,Dint,NRPD1,NRPD1_3,23.32,24.68,24.88,24.93
NoRhizobia,PEMV,Dint,NRPD2,NRPD2_1,22.41,24.75,23.7,22.81
NoRhizobia,PEMV,Dint,NRPD2,NRPD2_2,22.7,25.17,24.76,23.48
NoRhizobia,PEMV,Dint,NRPD2,NRPD2_3,22.62,25.89,24.73,23.77
NoRhizobia,PEMV,Dint,NRPD3,NRPD3_1,23.27,24.61,25.06,23.45
NoRhizobia,PEMV,Dint,NRPD3,NRPD3_2,23.42,24.31,25.85,22.67
NoRhizobia,PEMV,Dint,NRPD3,NRPD3_3,23.59,25.59,26.02,24.24
NoRhizobia,PEMV,Dint,NRPD4,NRPD4_1,22.75,24.15,24.53,23.28
NoRhizobia,PEMV,Dint,NRPD4,NRPD4_2,23.01,23.9,24.77,23.62
NoRhizobia,PEMV,Dint,NRPD4,NRPD4_3,23.34,24.71,25.09,23.8
NoRhizobia,PEMV,Dint,NRPD5,NRPD5_1,23.21,25.39,26.19,24.34
NoRhizobia,PEMV,Dint,NRPD5,NRPD5_2,23.72,25.06,27.07,24.66
NoRhizobia,PEMV,Dint,NRPD5,NRPD5_3,23.61,25.45,27.17,24.64
NoRhizobia,PEMV,Dint,NRPD6,NRPD6_1,23.44,24.63,24.16,24.25
NoRhizobia,PEMV,Dint,NRPD6,NRPD6_2,23.8,24.33,24.51,24.4
NoRhizobia,PEMV,Dint,NRPD6,NRPD6_3,23.76,25.05,24.48,24.38
NoRhizobia,PEMV,Klondike,NRPK1,NRPK1_1,22.62,24.38,23.1,23.25
NoRhizobia,PEMV,Klondike,NRPK1,NRPK1_2,22.16,24.63,23.88,23.59
NoRhizobia,PEMV,Klondike,NRPK1,NRPK1_3,22.92,25.28,23.63,24.25
NoRhizobia,PEMV,Klondike,NRPK2,NRPK2_1,22.33,25.07,23.39,24.5
NoRhizobia,PEMV,Klondike,NRPK2,NRPK2_2,22.71,25.91,23.66,24.2
NoRhizobia,PEMV,Klondike,NRPK2,NRPK2_3,22.85,25.55,24.34,24.53
NoRhizobia,PEMV,Klondike,NRPK3,NRPK3_1,22.54,25.57,24.23,25.7
NoRhizobia,PEMV,Klondike,NRPK3,NRPK3_2,23.22,25.8,25.15,26.02
NoRhizobia,PEMV,Klondike,NRPK3,NRPK3_3,23.76,26.11,25.41,25.01
NoRhizobia,PEMV,Klondike,NRPK4,NRPK4_1,22.08,24.75,23.05,25.19
NoRhizobia,PEMV,Klondike,NRPK4,NRPK4_2,22.14,25.61,23.4,26.49
NoRhizobia,PEMV,Klondike,NRPK4,NRPK4_3,23.12,26.27,23.84,25.8
NoRhizobia,PEMV,Klondike,NRPK5,NRPK5_1,21.3,25.78,23.39,24.49
NoRhizobia,PEMV,Klondike,NRPK5,NRPK5_2,21.55,24.94,22.45,25.59
NoRhizobia,PEMV,Klondike,NRPK5,NRPK5_3,21.39,25.56,22.45,23.34
NoRhizobia,PEMV,Klondike,NRPK6,NRPK6_1,20.9,25.04,23.04,23.07
NoRhizobia,PEMV,Klondike,NRPK6,NRPK6_2,21.26,25.82,23.55,23.4
NoRhizobia,PEMV,Klondike,NRPK6,NRPK6_3,21.42,26.16,23.67,23.81
